conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username;;;;;;;,clean_text,sentimen_lexicon
1986393722171572536,Thu Nov 06 11:22:23 +0000 2025,0,Bayar pekerja konveksi sangat rendah tapi baju yang di jual sangat mahal misal kaos sepotong aja 599rb gimana orang gak beralih ke thrifting ?,1986393722171572536,,,in,,0,0,0,https://x.com/undefined/status/1986393722171572536,279380834,;;;;;;;,bayar kerja konveksi sangat rendah tapi baju jual sangat mahal misal kaos potong aja rb gimana orang gak alih thrifting,Negatif
1986381484564066374,Thu Nov 06 10:33:45 +0000 2025,0,Menteri Usaha Mikro Kecil dan Menengah Maman Abdurrahman menutup pedagang atau toko-toko yang menjual baju impor bekas di platform e-commerce atau lokapasar untuk mengurangi aktivitas thrifting . https://t.co/Smt8BKmhbF,1986381484564066374,,,in,,0,0,0,https://x.com/undefined/status/1986381484564066374,18071520,;;;;;;;,menteri usaha mikro kecil tengah maman abdurrahman tutup dagang toko toko jual baju impor bekas platform e commerce lokapasar kurang aktivitas thrifting,Netral
1986362378892771809,Thu Nov 06 09:17:50 +0000 2025,1,good thrifting sekarang udh gak sehat harga udh sama kayak baju baru,1986362378892771809,,,in,,0,1,0,https://x.com/undefined/status/1986362378892771809,1847153620284043264,;;;;;;;,good thrifting sekarang udh gak sehat harga udh sama kayak baju baru,Netral
1986359826281340972,Thu Nov 06 09:07:42 +0000 2025,0,Berantas Impor Baju Bekas Ilegal Pemerintah Siapkan KUR Bagi Pedagang Thrifting https://t.co/OgjHPTsXhS,1986359826281340972,,,in,,0,0,0,https://x.com/undefined/status/1986359826281340972,41730943,;;;;;;;,berantas impor baju bekas ilegal perintah siap kur bagi dagang thrifting,Netral
1986251067831755099,Thu Nov 06 08:38:23 +0000 2025,0,@Alvarend7 Kayak gini proses baju yg kita beli dari thrifting,1986352450060918966,,Alvarend7,in,,0,0,0,https://x.com/undefined/status/1986352450060918966,549807613,;;;;;;;,kayak gin proses baju yg kita beli thrifting,Netral
1986334617880961459,Thu Nov 06 07:27:31 +0000 2025,0,Pemerintah tegaskan larangan impor baju bekas tapi pelaku thrifting tak perlu khawatir peluang usaha tetap terbuka lewat produk UMKM lokal. #Banjarnegara #InfoseputarBanjarnegara #thrifting https://t.co/UpdNI8mkFF,1986334617880961459,https://pbs.twimg.com/amplify_video_thumb/1986334299352932354/img/UW3IVJ444ny9ZRch.jpg,,in,,0,0,0,https://x.com/undefined/status/1986334617880961459,3900677472,;;;;;;;,perintah tegas larang impor baju bekas tapi laku thrifting tak perlu khawatir peluang usaha tetap buka lewat produk umkm lokal banjarnegara infoseputarbanjarnegara thrifting,Netral
1986279268708696523,Thu Nov 06 03:47:35 +0000 2025,1,Penjualan Baju Bekas Thrifting Segera Dilarang Ini Antisipasi Pemerintah untuk Mengatasi Pedagang yang Tak Bisa Berjualan https://t.co/bHWTF0ukAP,1986279268708696523,,,in,,0,0,0,https://x.com/undefined/status/1986279268708696523,1769017497125339136,;;;;;;;,jual baju bekas thrifting segera larang antisipasi perintah atas dagang tak bisa jual,Netral
1986086100809531487,Wed Nov 05 15:00:00 +0000 2025,0,Setelah adanya peraturan mengenai penutupan peredaran impor baju bekas Menteri Keuangan Purbaya Yudhi Sadewa mengakui kebijakannya menuai penolakan dari para pedagang. #detikfinance #Thrifting #TikTok #Purbaya https://t.co/d8ilQjJkqq,1986086100809531487,https://pbs.twimg.com/amplify_video_thumb/1985925182058610688/img/QmLDvepm5CZObn2u.jpg,,in,,0,0,0,https://x.com/undefined/status/1986086100809531487,135795460,;;;;;;;,telah ada atur kena tutup edar impor baju bekas menteri uang purbaya yudhi sadewa aku bijak tuai tolak para dagang detikfinance thrifting tiktok purbaya,Netral
1986085984770085158,Wed Nov 05 14:59:33 +0000 2025,0,happy banget abis thrifting dapet dua baju lucuww dengan total 65rebu,1986085984770085158,,,in,,0,0,0,https://x.com/undefined/status/1986085984770085158,1296402433266991104,;;;;;;;,happy banget abis thrifting dapet dua baju lucuww total rebu,Netral
1986078920001901007,Wed Nov 05 14:31:28 +0000 2025,0,Penjualan Baju Bekas Thrifting Segera Dilarang Maman Abdurrahman Minta Pelaku UMKM Beralih Jual Produk Lokal https://t.co/81yRc6YkyP,1986078920001901007,,,in,,0,0,0,https://x.com/undefined/status/1986078920001901007,1515181720102121475,;;;;;;;,jual baju bekas thrifting segera larang maman abdurrahman minta laku umkm alih jual produk lokal,Netral
1985015368591753671,Sun Nov 02 16:05:18 +0000 2025,0,Kadang kangen thrifting di blok m soalnya yuyur seru wkwkwk meskipun agak wasting time (krn faedahnya sedikit...) tp menyenangkan rekor terkini 2x disamperin orang pas thrifting buat dimintain pendapat soal baju yg mau mereka pilih wow kyk org bener,1985015368591753671,,,in,,0,0,0,https://x.com/undefined/status/1985015368591753671,1402655122241376258,;;;;;;;,kadang kangen thrifting blok m soal yuyur seru wkwkwk meski agak wasting time krn faedah sedikit tp senang rekor kini x disamperin orang pas thrifting buat dimintain dapat soal baju yg mau mereka pilih wow kyk org bener,Positif
1984961050807284157,Sun Nov 02 12:29:27 +0000 2025,0,baju thrifting adalah sampah,1984961050807284157,,,in,,0,0,0,https://x.com/undefined/status/1984961050807284157,1761368966411522048,;;;;;;;,baju thrifting adalah sampah,Netral
1984671994277933419,Sun Nov 02 11:15:36 +0000 2025,0,@vvupkiem Sabar ya mami lagi beliin baju thrifting di Jepang https://t.co/3TpfDabbH0,1984942465397510584,https://pbs.twimg.com/media/G4vupb-aYAAKwW7.jpg,vvupkiem,in,,0,1,0,https://x.com/undefined/status/1984942465397510584,927785219372879872,;;;;;;;,sabar ya mami lagi beliin baju thrifting jepang,Netral
1984659808608461029,Sun Nov 02 09:25:30 +0000 2025,1,@AdamVelcro Gpp menghidupkan lagi perputaran barang loak dlm negeri Sebelum era thrifting pedagang baju bekas udh ada tapi yg beredar baju bekas produk lokal.,1984914755891704167,,AdamVelcro,in,,0,1,0,https://x.com/undefined/status/1984914755891704167,108235896,;;;;;;;,gpp hidup lagi putar barang loak dlm negeri belum era thrifting dagang baju bekas udh tapi yg edar baju bekas produk lokal,Netral
1984907309437579540,Sun Nov 02 08:55:55 +0000 2025,0,Bangke baju thrifting harga baru,1984907309437579540,,,in,,0,0,0,https://x.com/undefined/status/1984907309437579540,1570963303891087362,;;;;;;;,bangke baju thrifting harga baru,Netral
1984906212849435010,Sun Nov 02 08:51:33 +0000 2025,0,ada gasih toko di mall2 atau toko olshop gt yang jualan baju alt? gw gadibolehin thrifting arghhhhhh masa gw harus thrifting diem2 mulu. gini amat hidup gwe....,1984906212849435010,,,in,,0,0,0,https://x.com/undefined/status/1984906212849435010,1069145921156304896,;;;;;;;,gasih toko mall toko olshop gt jual baju alt gw gadibolehin thrifting arghhhhhh masa gw harus thrifting diem mulu gin amat hidup gwe,Netral
1984542547189117234,Sun Nov 02 01:50:50 +0000 2025,2,@blaugrana1O Layer ke 4-5??? Kok bisa tau brp layernya? Naaahh .kamuu ketauaaaannn Hanya bisa mencurigai??? Berarti tau donk siapa penerimanya/pengimpornya? Pgn gw sumpelin mulutnya pake baju thrifting Pak @PurbayaYudhi team bapak kasih jawaban menggelikan lucu menggemaskan,1984800334053781660,,blaugrana1O,in,,0,0,0,https://x.com/undefined/status/1984800334053781660,1670596999060795392,;;;;;;;,layer kok bisa tau brp layer naaahh kamuu ketauaaaannn hanya bisa curiga arti tau donk siapa terima impor pgn gw sumpelin mulut pake baju thrifting pak team bapak kasih jawab geli lucu gemas,Netral
1984623659538080098,Sat Nov 01 14:11:50 +0000 2025,0,LAGIAN NGIDE BELI BAJU eh tapi thrifting mantap banget guys... sodap....,1984624427280265575,,ascallagrows,in,,0,0,0,https://x.com/undefined/status/1984624427280265575,1643773638758518786,;;;;;;;,lagi ngide beli baju eh tapi thrifting mantap banget guys sodap,Positif
1984495446413492589,Sat Nov 01 05:39:19 +0000 2025,0,Rita Nurmaliza Suka Thrifting Nyaman Pakai Baju Rp 20 Ribu https://t.co/v5onK5E2MG,1984495446413492589,,,in,,0,0,0,https://x.com/undefined/status/1984495446413492589,137282671,;;;;;;;,rita nurmaliza suka thrifting nyaman pakai baju rp ribu,Positif
1984433866568765552,Sat Nov 01 01:34:37 +0000 2025,0,Larangan Impor Baju Bekas: Ancaman Nyata bagi Nasib Pedagang Thrifting https://t.co/frPDIdrMXN,1984433866568765552,,,in,,0,0,0,https://x.com/undefined/status/1984433866568765552,1466815910518263808,;;;;;;;,larang impor baju bekas ancam nyata bagi nasib dagang thrifting,Netral
1984408621762126056,Fri Oct 31 23:54:18 +0000 2025,0,Thrifting tren memakai baju bekas impor kini jadi semacam budaya. Bahkan ada festival thrifting yaitu festival fashion (sekaligus jualan) baju bekas. Tapi di balik tren ini thrifting sebenarnya merusak industri tekstil tanah air dan merugikan negara. https://t.co/ivQEPO3eRg,1984408621762126056,,,in,,0,0,0,https://x.com/undefined/status/1984408621762126056,1820883734310350858,;;;;;;;,thrifting tren pakai baju bekas impor kini macam budaya bahkan festival thrifting yaitu festival fashion sekaligus jual baju bekas tapi balik tren thrifting benar rusak industri tekstil tanah air rugi negara,Netral
1984335088340123694,Fri Oct 31 19:02:06 +0000 2025,0,Gatau mau seneng apa sedih tp bahagia bgt yg dulunya gasuka thrifting baju skrg malah suka.. Udh gt dibeliin nanda buat persiapan touring walaupun cuma thrift doang tp seneng pake bgt Semoga one day bisa beliin yg ber-Merk yaa HAHA? lancarin terus rezeki Nanda yaAllah!,1984335088340123694,,,in,,0,1,0,https://x.com/undefined/status/1984335088340123694,1706347838,;;;;;;;,gatau mau neng apa sedih tp bahagia bgt yg dulunya gasuka thrifting baju skrg malah suka udh gt dibeliin nanda buat siap touring walaupun cuma thrift doang tp neng pake bgt moga one day bisa beliin yg ber merk yaa haha lancarin terus rezeki nanda yaallah,Positif
1984156081698845133,Fri Oct 31 14:15:37 +0000 2025,0,@ohmy_beautybank Aku 130cm biasanya thrifting sering dapet size aku atau beli di toko baju anak ,1984262992054399232,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1984262992054399232,1134318001426128896,;;;;;;;,cm biasa thrifting sering dapet size beli toko baju anak,Netral
1984254157675704708,Fri Oct 31 13:40:31 +0000 2025,0,Thrift by shualo (baju sudah di cuci bersih) Sweater uniqlo (all size/Xl) Navy Ijo Bw #wtsthrift #thrifting #WTs https://t.co/F43tiomNMV,1984254157675704708,https://pbs.twimg.com/media/G4l8oyIaoAApE7P.jpg,,in,,0,1,0,https://x.com/undefined/status/1984254157675704708,1193514835415142400,;;;;;;;,thrift by shualo baju cuci bersih sweater uniqlo all size xl navy ijo bw wtsthrift thrifting wts,Netral
1984206321445700035,Fri Oct 31 10:30:26 +0000 2025,4,Eh ngakak bgt kan td gw thrifting ya pas lagi milih2 baju ada mas2 yang jaga nyeletuk itu joongdunk ya? sambil nunjuk pc w Pengen excited tapi malu wkakaka thaienthu juga ya bang https://t.co/RcKqJ9DcxC,1984206321445700035,https://pbs.twimg.com/media/G4lRHy0bMAEIJS_.jpg,,in,,0,2,0,https://x.com/undefined/status/1984206321445700035,54852299,;;;;;;;,eh ngakak bgt kan td gw thrifting ya pas lagi milih baju mas jaga nyeletuk joongdunk ya sambil nunjuk pc w ken excited tapi malu wkakaka thaienthu juga ya bang,Netral
1984184427229102529,Fri Oct 31 09:03:27 +0000 2025,0,Kebijakan baru soal larangan impor pakaian bekas (thrifting) lagi ramai dibahas. Pemerintah ingin menekan barang impor ilegal demi lindungi industri tekstil lokal. Tapi kebijakan ini juga bisa berdampak besar buat pelaku UMKM yang hidup dari jualan baju bekas.,1984184429749977356,,InvestorID,in,,0,1,0,https://x.com/undefined/status/1984184429749977356,238091066,;;;;;;;,bijak baru soal larang impor pakai bekas thrifting lagi ramai bahas perintah ingin tekan barang impor ilegal demi lindung industri tekstil lokal tapi bijak juga bisa dampak besar buat laku umkm hidup jual baju bekas,Netral
1984167540432712175,Fri Oct 31 07:56:20 +0000 2025,4,oh buat istri mah dibeliin yg mahal ya diamah pake baju thrifting pasar senen 15k aja gpp asal istrinya yg ngucing itu pake sweater mahal hm understandable,1984167540432712175,,,in,,0,1,0,https://x.com/undefined/status/1984167540432712175,1845497966037270528,;;;;;;;,oh buat istri mah dibeliin yg mahal ya amah pake baju thrifting pasar senen k aja gpp asal istri yg ngucing pake sweater mahal hm understandable,Negatif
1984154629366854110,Fri Oct 31 07:05:02 +0000 2025,0,Awas! Pakaian Thrift Bisa Sebabkan Penyakit Kulit Serius Kenali Gejalanya https://t.co/HmAUlHQrMZ #thrifting #baju #tshirt,1984154629366854110,,,in,,0,0,0,https://x.com/undefined/status/1984154629366854110,68375206,;;;;;;;,awas pakai thrift bisa sebab sakit kulit serius kenal gejala thrifting baju tshirt,Netral
1984067733370368394,Fri Oct 31 01:19:44 +0000 2025,0,Aku baru tau kalo org jual thrifting gituw bukan bekas pakai tapi baju kw tapi dijual overprice,1984067733370368394,,,in,,0,2,0,https://x.com/undefined/status/1984067733370368394,742717282414034944,;;;;;;;,baru tau kalo org jual thrifting gituw bukan bekas pakai tapi baju kw tapi jual overprice,Netral
1984052256900284428,Fri Oct 31 00:18:14 +0000 2025,0,Diduga karena lemahnya pengawasan di pelabuhan dan adanya praktik mafia impor. Keberadaan produk ilegal masih tinggi. Masuknya barang import thrifting baju bekas dan impor baja ilegal baja berdampak besar terhadap harga pasar karena masuk dengan harga dumping yang membuat produk https://t.co/1C4JcAGYE7,1984052256900284428,https://pbs.twimg.com/media/G4jE_Rya8AASQ_Y.jpg,,in,,0,0,0,https://x.com/undefined/status/1984052256900284428,121640063,;;;;;;;,duga lemah awas labuh ada praktik mafia impor ada produk ilegal masih tinggi masuk barang import thrifting baju bekas impor baja ilegal baja dampak besar hadap harga pasar masuk harga dumping buat produk,Netral
1983851380596208070,Thu Oct 30 11:00:01 +0000 2025,97,Pemerintah sudah berkali-kali menerbitkan aturan yang melarang impor baju bekas sejak 2015. Tetapi 'thrifting' malah makin marak dan jadi tren. Belakangan Menkeu Purbaya mau memperkuat aturan untuk memberantas impor baju bekas. Seberapa merugikan 'thrifting' sampai dilarang? https://t.co/10dkhfaqWK,1983851380596208070,https://pbs.twimg.com/amplify_video_thumb/1983837377497112576/img/l-xn0Gg_KDujfec4.jpg,,in,,4,9,36,https://x.com/undefined/status/1983851380596208070,23772644,;;;;;;;,perintah kali kali terbit atur larang impor baju bekas sejak tetapi thrifting malah makin marak tren belakang menkeu purbaya mau kuat atur berantas impor baju bekas berapa rugi thrifting sampai larang,Netral
1983830015172300826,Thu Oct 30 09:35:08 +0000 2025,0,@GiriTaufik @ah93683 @kompascom Baju bekas ini bikin yang produksi pakaian GK laku konveksi gak laku kain GK laku sedangkan di sini banyak pabrik tekstil. Belum sampah bajunya. Karena thrifting gak,1983830015172300826,,GiriTaufik,in,,0,0,0,https://x.com/undefined/status/1983830015172300826,1717799507034079232,;;;;;;;,baju bekas bikin produksi pakai gk laku konveksi gak laku kain gk laku sedang sini banyak pabrik tekstil belum sampah baju thrifting gak,Netral
1983699027259772981,Thu Oct 30 04:40:59 +0000 2025,0,@etherealglitch ga pernah beli baju impor China. tapi suka thrifting. alhamdulilah ketekku aman2 aja &amp; ga gatal yaaa. baru tau kalo bikin bau ketek,1983755991306080592,,etherealglitch,in,,0,1,0,https://x.com/undefined/status/1983755991306080592,1413381682502066180,;;;;;;,ga pernah beli baju impor china tapi suka thrifting alhamdulilah ketek aman aja amp ga gatal yaaa baru tau kalo bikin bau ketek,Netral
1983734866484384093,Thu Oct 30 03:17:02 +0000 2025,1,taunye dari zaman namanya lebih dikenal sebagai monja jualan ya offline dan orang mandang thrifting sebelah mata krn baju bekas industry tekstil masih jalan jalan aje ,1983734866484384093,,,in,,0,0,0,https://x.com/undefined/status/1983734866484384093,1669601715233107969,;;;;;;;,taunye zaman nama lebih kenal bagai monja jual ya offline orang mandang thrifting belah mata krn baju bekas industry tekstil masih jalan jalan aje,Netral
1983727306444304585,Thu Oct 30 03:01:43 +0000 2025,0,@sundastruggle Jaman baheula murah. Terakhir kesana udah lama bgt harganya cukup mahal untuk pasar thrifting. Di toko oren bisa dapat baju baru harga segitu. Gak tau deh klo sekarang apa masih segitu harganya.,1983731012103520714,,sundastruggle,in,,0,0,0,https://x.com/undefined/status/1983731012103520714,49543893,;;;;;;;,jaman baheula murah akhir kesana udah lama bgt harga cukup mahal pasar thrifting toko oren bisa dapat baju baru harga segitu gak tau deh klo sekarang apa masih segitu harga,Netral
1983122269363941542,Thu Oct 30 00:54:04 +0000 2025,0,@jupliets Sama aja menurutku thrifting itu ilegal. Karena kategori sampah bukan barang baru dan masuk kebanyakan ilegal sludupan. Tah thrifting atau baju murah dari cina ataupun vietnam sama merugikan industru lokal. Perlu tidakan tegas support brand lokal dari anak bangsa ,1983698886150803828,,jupliets,in,,0,0,0,https://x.com/undefined/status/1983698886150803828,1653082051464278017,;;;;;;;,sama aja turut thrifting ilegal kategori sampah bukan barang baru masuk banyak ilegal sludupan tah thrifting baju murah cina atau vietnam sama rugi industru lokal perlu tidak tegas support brand lokal anak bangsa,Positif
1983122269363941542,Thu Oct 30 00:47:55 +0000 2025,0,@OMANK39971969 @anamseL_A @jupliets Dan pintarnya importir adalah mereka menggabungkan baju thrifting dengan baju baru produksi sana dalam 1 kemasan. Jadi baju 2nd in good condition + baju baru diumpel umpel jdi ga ketahuan mana baru dan engga kecuali yg biasa main disini,1983697338804924491,,Yogasaja79,in,,0,0,0,https://x.com/undefined/status/1983697338804924491,569678662,;;;;;;;,pintar importir adalah mereka gabung baju thrifting baju baru produksi sana dalam kemas baju nd in good condition baju baru diumpel umpel jdi ga tahu mana baru engga kecuali yg biasa main sini,Netral
1983696260969459881,Thu Oct 30 00:43:39 +0000 2025,0,Awal2 thrifting naik daun gw jg mikir Ah gpp pasarnya terbatas. Ga semua orang mau beli sampah. Toko yg jual barang ga lolos ekspor lebih banyak. Skrg baju2 yg dijual makin kinclong+bermerek ga keliatan kayak sampah lg. Yg masuk pun bukan baju doang tp jg tas &amp; sepatu.,1983696263116943543,,__eisquosamo__,in,,0,1,0,https://x.com/undefined/status/1983696263116943543,1149072086578544640,;;;;;;,awal thrifting naik daun gw jg mikir ah gpp pasar batas ga semua orang mau beli sampah toko yg jual barang ga lolos ekspor lebih banyak skrg baju yg jual makin kinclong merek ga liat kayak sampah lg yg masuk pun bukan baju doang tp jg tas amp sepatu,Netral
1983122269363941542,Thu Oct 30 00:39:45 +0000 2025,0,@OMANK39971969 @anamseL_A @jupliets Gini bang. Barang thrifting jika pedagangnya bener akan dipilah dicuci dan dijual lagi. Kalau sampai bau berarti itu murni dari bal balan kontainer Baju murah di pasar murah atau pasar rakyat rata2 udah dari Cina karena mereka produksi masif.,1983695284707459233,,OMANK39971969,in,,0,1,0,https://x.com/undefined/status/1983695284707459233,569678662,;;;;;;;,gin bang barang thrifting jika dagang bener akan pilah cuci jual lagi kalau sampai bau arti murni bal balan kontainer baju murah pasar murah pasar rakyat rata udah cina mereka produksi masif,Netral
1983122269363941542,Thu Oct 30 00:37:42 +0000 2025,0,@anamseL_A @jupliets Thrifting itu barang 2nd. Perbedaan perlakuan ori 2nd dalam negeri dengan ori 2nd luar negeri adalah dalam negeri mostly digunakan sampai rusak jikapun tak digunakan akan disimpan. Luar sana baju bagus ga digunakan dijual. Nah itulah yang masuk ke Indonesia,1983694767390388623,,anamseL_A,in,,0,0,0,https://x.com/undefined/status/1983694767390388623,569678662,;;;;;;;,thrifting barang nd beda laku ori nd dalam negeri ori nd luar negeri adalah dalam negeri mostly guna sampai rusak jika tak guna akan simpan luar sana baju bagus ga guna jual nah itu masuk indonesia,Positif
1983164903331639690,Wed Oct 29 20:17:41 +0000 2025,0,@rzlhmdfz Masalahnya thrifting di impor dari luar negeri juga dalam jumlah besar bukan hanya baju bekas di Indonesia. Dan malah ada yg bikin konten seberapa untungnya dia sambil unboxing baju bekas impor dibandingkan biaya dia beli per gumpalan baju bekas.,1983629332783493344,,rzlhmdfz,in,,0,0,0,https://x.com/undefined/status/1983629332783493344,68327748,;;;;;;;,masalah thrifting impor luar negeri juga dalam jumlah besar bukan hanya baju bekas indonesia malah yg bikin konten berapa untung dia sambil unboxing baju bekas impor banding biaya dia beli per gumpal baju bekas,Netral
1983565387141648564,Wed Oct 29 16:03:35 +0000 2025,0,Nge drop off laundry an ga biasa ini lama bgtttt. Di thrifting apa ya baju aku,1983565387141648564,,,in,,0,0,0,https://x.com/undefined/status/1983565387141648564,1946881258371579904,;;;;;;;,nge drop off laundry an ga biasa lama bgtttt thrifting apa ya baju,Netral
1983164903331639690,Wed Oct 29 15:18:43 +0000 2025,0,@rzlhmdfz Tp mmg thrifting emang gila di pasar baru sj isinya pakaian bekas semua mau cari baju baru dptnya bekas,1983554094674702755,,rzlhmdfz,in,,0,0,0,https://x.com/undefined/status/1983554094674702755,1427872141286854659,;;;;;;;,tp mmg thrifting emang gila pasar baru sj isi pakai bekas semua mau cari baju baru dptnya bekas,Netral
1982986632619012554,Wed Oct 29 14:11:20 +0000 2025,0,@GiriTaufik @ah93683 @kompascom Baju bekas ini bikin yang produksi pakaian GK laku konveksi gak laku kain GK laku sedangkan di sini banyak pabrik tekstil. Belum sampah bajunya. Karena thrifting gak 100% bisa dijual.,1983537138504507757,,GiriTaufik,in,,0,0,0,https://x.com/undefined/status/1983537138504507757,1826036002827415556,;;;;;;;,baju bekas bikin produksi pakai gk laku konveksi gak laku kain gk laku sedang sini banyak pabrik tekstil belum sampah baju thrifting gak bisa jual,Netral
1983528574947840216,Wed Oct 29 13:37:19 +0000 2025,0,Setujuuuu makanya maaf bgt kalo ada toko baju yg keliatan bgt imported chn gue bisa tau dr baunya dan langsung turn off duluan gamau beli :( tp thrifting itu tetep illegal sih dan ya gatau gmn kebersihannya.,1983528574947840216,,,in,,0,0,0,https://x.com/undefined/status/1983528574947840216,1874420664964431872,;;;;;;;,setujuuuu makanya maaf bgt kalo toko baju yg liat bgt imported chn gue bisa tau dr bau langsung turn off duluan gamau beli tp thrifting tetep illegal sih ya gatau gmn bersih,Negatif
1983512147222044891,Wed Oct 29 12:48:00 +0000 2025,5,@ANIMERCHJP Kalo yang model boneka gitu balbalan nder sama kaya baju thrifting alias sampah kiriman dari luar negeri ada orang buang boneka di TPA dikumpulin terus dimasukin karung terus dikirim ke negara ke-3 kaya indo gini. Terus sama orang indo dijualin,1983516166263095526,,ANIMERCHJP,in,,1,0,0,https://x.com/undefined/status/1983516166263095526,1459587607432626180,;;;;;;;,kalo model boneka gitu balbalan nder sama kaya baju thrifting alias sampah kirim luar negeri orang buang boneka tpa dikumpulin terus dimasukin karung terus kirim negara kaya indo gin terus sama orang indo dijualin,Netral
1983515319042748812,Wed Oct 29 12:44:38 +0000 2025,10,Bisnis thrifting masih laris manis. Dari influencer hingga konsumen berkantong tipis. Seolah menjadi solusi bisa tampil unik dan modis tanpa perlu keluar budget fantastis. Di balik perputaran cuan yang deras disinyalir ada mafia yg menguasai pasar baju bekas. Pemerintah https://t.co/BBh1ikmsnr,1983515319042748812,https://pbs.twimg.com/media/G4bcqh4a8AAtmmH.jpg,,in,,2,1,1,https://x.com/undefined/status/1983515319042748812,55507370,;;;;;;;,bisnis thrifting masih laris manis influencer hingga konsumen kantong tipis olah jadi solusi bisa tampil unik modis tanpa perlu keluar budget fantastis balik putar cuan deras sinyalir mafia yg kuasa pasar baju bekas perintah,Netral
